나하, 90, 152
마차, 46, 191
마카, 67, 184
아아, 68, 165
카파, 79, 158
차차, 57, 194
차라, 62, 188
아다, 90, 179
사다, 56, 176
하다, 82, 173
라사, 66, 184
가카, 96, 158
마파, 45, 195
하타, 59, 198
가카, 88, 199
마타, 93, 168
카라, 92, 164
사파, 56, 151
바카, 62, 173
다나, 43, 196
라마, 59, 198
라다, 59, 174
하다, 85, 172
바차, 47, 143
아타, 86, 148
바하, 73, 156
아아, 46, 191
카나, 59, 192
아가, 87, 166
나바, 91, 156
사라, 74, 195
카다, 90, 195
라마, 54, 156
바마, 57, 177
카바, 93, 172
하다, 73, 189
카다, 44, 145
자사, 83, 164
차마, 40, 176
차나, 47, 142
가사, 85, 180
가다, 69, 195
파차, 51, 191
다차, 62, 193
타카, 74, 157
나나, 73, 146
바마, 77, 162
바사, 56, 173
나자, 57, 188
파다, 54, 186
가가, 98, 165
라아, 72, 166
다자, 48, 194
타가, 58, 179
타파, 97, 184
다타, 69, 174
라나, 53, 164
사아, 62, 153
다카, 75, 182
다타, 55, 154
나바, 48, 145
라나, 48, 154
마카, 60, 171
나라, 92, 167
바다, 91, 149
다카, 66, 185
차마, 65, 153
하자, 60, 161
가파, 76, 174
라바, 63, 162
바라, 47, 171
라마, 51, 194
바자, 64, 146
바아, 78, 192
사차, 65, 199
사나, 57, 182
카나, 70, 179
마타, 56, 171
가차, 42, 178
자타, 77, 140
바가, 80, 178
나타, 71, 179
아라, 95, 156
바자, 82, 184
타파, 92, 176
자마, 74, 184
다차, 98, 183
라카, 60, 153
나하, 52, 199
사다, 83, 141
나하, 98, 179
카카, 42, 161
나마, 50, 170
사바, 49, 158
나차, 93, 149
하라, 70, 161
자자, 82, 163
타차, 97, 191
바자, 73, 182
다카, 45, 160
마바, 57, 161
가라, 54, 190
자나, 71, 190
하나, 40, 195
아바, 80, 140
라라, 84, 151
파라, 84, 168
사자, 96, 146
가마, 92, 164
바파, 79, 186
아카, 46, 197
가파, 77, 196
마하, 66, 186
바바, 48, 190
하자, 87, 197
카자, 51, 191
타마, 48, 179
차타, 52, 163
차카, 87, 171
사타, 96, 179
차나, 72, 181
카가, 60, 177
아자, 76, 194
자아, 85, 142
마자, 42, 167
라자, 53, 167
가사, 58, 176
카가, 77, 158
차차, 49, 145
라사, 50, 155
차바, 96, 147
바하, 54, 186
나하, 89, 158
하파, 71, 147
다가, 85, 181
사타, 89, 172
다바, 71, 146
사바, 51, 141
라타, 62, 169
사하, 59, 180
라마, 87, 188
아나, 85, 145
하차, 79, 194
카카, 97, 147
마마, 51, 193
타타, 49, 191
차다, 97, 199
아나, 58, 159
가하, 98, 174
파아, 40, 161
타가, 73, 142
바마, 65, 170
파자, 48, 197
다파, 77, 192
타차, 74, 181
바나, 69, 182
나하, 64, 160
카나, 63, 156
바파, 64, 183
사나, 89, 174
하아, 89, 149
파나, 72, 194
다사, 62, 183
가라, 75, 159
자가, 50, 183
마파, 85, 189
하가, 80, 182
카카, 45, 178
사다, 56, 172
가라, 66, 168
파자, 40, 169
자나, 51, 198
파가, 60, 163
아다, 42, 195
바사, 42, 198
사아, 58, 195
사아, 69, 151
카파, 99, 177
다자, 48, 176
나하, 53, 180
파파, 50, 192
나다, 81, 166
사바, 83, 166
차다, 43, 159
차마, 87, 174
차다, 62, 194
다카, 51, 180
차나, 95, 163
하타, 72, 194
라차, 88, 140
자다, 46, 144
카카, 89, 144
라아, 56, 172
아차, 88, 199
마바, 95, 187
아가, 79, 183
마타, 65, 194
차아, 70, 157
나다, 78, 168
타타, 65, 148
하다, 86, 149
카파, 57, 146
사다, 56, 145
자사, 43, 150
파나, 59, 143
사자, 75, 198
마타, 93, 199
바하, 77, 145
나다, 94, 193
바라, 70, 163
가하, 70, 156
바파, 91, 154
아다, 55, 156
차마, 57, 189
차바, 40, 149
나바, 97, 192
마바, 97, 159
바사, 51, 144
자카, 69, 179
차아, 54, 199
가사, 77, 163
자파, 56, 153
라파, 49, 157
바가, 78, 158
파하, 43, 143
가마, 45, 147
타바, 84, 166
하자, 67, 173
사자, 64, 161
바아, 74, 176
타나, 46, 149
자자, 83, 155
타라, 83, 194
타바, 63, 173
나사, 77, 176
바카, 94, 167
나아, 51, 169
하자, 75, 174
가마, 87, 171
파사, 65, 149
하카, 74, 175
아가, 69, 181
하차, 70, 172
바자, 60, 171
타카, 75, 173
사카, 91, 160
바마, 53, 155
바카, 80, 191
라라, 91, 194
아아, 58, 161
바바, 56, 181
차자, 61, 183
파가, 44, 142
타타, 79, 153
사타, 48, 175
나차, 85, 196
자차, 78, 198
카나, 46, 142
타다, 40, 155
라가, 96, 188
마하, 53, 195
바다, 70, 189
차사, 88, 170
사바, 56, 190
자사, 90, 162
다차, 72, 165
차마, 49, 158
라라, 49, 173
마자, 41, 145
파차, 56, 186
자카, 87, 158
자파, 86, 182
타마, 88, 198
사라, 83, 199
바카, 47, 173
마라, 73, 146
가나, 59, 193
타바, 87, 148
라타, 93, 178
자아, 53, 157
사타, 66, 192
아라, 71, 144
사가, 62, 199
아타, 99, 183
다카, 79, 151
아차, 54, 173
파차, 45, 153
타라, 87, 176
카다, 77, 192
마파, 98, 186
나타, 99, 193
하타, 98, 154
타사, 44, 171
카사, 40, 180
가마, 98, 151
바카, 43, 193
하가, 48, 161
가나, 87, 176
타파, 54, 187
가마, 92, 154
바아, 59, 150
카나, 86, 156
카가, 71, 193
하자, 64, 194
타차, 58, 192
다차, 95, 151
카마, 56, 146
라사, 93, 142
자마, 50, 189
자나, 58, 145
차다, 78, 174
차파, 97, 151
라카, 63, 176
하아, 88, 187
사가, 80, 168
사라, 99, 183
자사, 93, 154
라하, 87, 140
아파, 95, 142
다바, 77, 181
바타, 85, 158
마아, 79, 162
라아, 67, 184
나마, 72, 179
파아, 81, 197
카마, 53, 199
아차, 91, 159
차하, 99, 158
자차, 75, 183
카나, 53, 197
파하, 57, 157
자파, 42, 182
라바, 92, 143
다다, 91, 156
사다, 56, 151
타가, 57, 157
하자, 81, 161
카마, 96, 189
파바, 40, 174
카라, 42, 188
다자, 56, 167
카나, 63, 169
사사, 44, 175
자바, 55, 184
나파, 60, 146
카사, 99, 165
마가, 97, 165
자파, 65, 176
사하, 66, 177
바아, 57, 194
사아, 71, 150
가사, 95, 154
라사, 79, 147
파마, 95, 149
카다, 52, 191
아다, 95, 168
타아, 63, 155
타아, 77, 149
가나, 59, 177
하파, 73, 148
바나, 70, 143
하바, 83, 143
차파, 57, 170
파타, 74, 153
차차, 59, 160
나바, 84, 151
파가, 42, 179
나가, 97, 175
마나, 59, 197
나차, 53, 177
마사, 42, 160
다타, 96, 150
카하, 64, 182
가바, 49, 189
타마, 55, 178
자바, 95, 161
타자, 57, 186
파아, 66, 191
타나, 84, 170
자아, 99, 149
사마, 92, 186
하파, 55, 162
마타, 47, 146
바가, 85, 173
차자, 91, 184
타타, 71, 175
파가, 84, 175
가라, 80, 164
다자, 57, 143
카카, 69, 189
파타, 46, 182
자나, 98, 196
나카, 49, 169
타아, 92, 188
가사, 83, 195
타라, 50, 186
파다, 94, 193
차라, 71, 145
가아, 49, 165
바차, 55, 159
바하, 74, 141
나라, 53, 161
타카, 98, 197
다사, 67, 170
라아, 40, 192
라타, 81, 171
사자, 60, 167
카타, 73, 141
다타, 93, 164
라하, 98, 187
가타, 48, 176
차라, 48, 142
아하, 86, 163
라가, 76, 149
가차, 48, 160
바다, 74, 162
라아, 55, 175
바마, 75, 141
파라, 94, 142
파타, 71, 194
라바, 88, 184
가다, 90, 160
마사, 68, 157
파가, 73, 165
카차, 70, 161
타카, 92, 142
가사, 71, 147
파마, 94, 168
라사, 76, 180
아차, 82, 151
마사, 90, 182
나나, 45, 175
파하, 67, 168
하차, 61, 168
하타, 87, 143
마마, 73, 159
타가, 68, 186
바바, 49, 145
차파, 83, 173
카나, 40, 189
자다, 98, 175
라차, 69, 166
나카, 95, 164
다타, 90, 195
사마, 82, 144
카하, 57, 175
마아, 78, 170
카차, 76, 150
바마, 42, 140
나하, 90, 193
나라, 59, 146
마다, 62, 190
하마, 54, 150
차자, 84, 150
차바, 66, 154
나타, 71, 159
마가, 52, 140
카차, 73, 163
자가, 48, 152
라파, 78, 144
하아, 91, 149
나라, 81, 199
차사, 91, 161
다라, 52, 173
자바, 83, 170
하다, 84, 157
나자, 87, 196
라차, 90, 163
다아, 68, 192
카하, 80, 196
나카, 60, 164
파파, 69, 141
바나, 80, 184
하사, 89, 148
다타, 47, 153
차가, 49, 183
바다, 60, 184
하하, 71, 182
다라, 69, 145
카아, 76, 176
마자, 81, 190
하마, 41, 180
라아, 64, 154
가자, 54, 179
나라, 50, 140
파아, 63, 149
차카, 80, 177
타자, 51, 187
타타, 86, 181
차나, 58, 143
마다, 88, 162
자아, 78, 143
나사, 42, 198
바사, 47, 151
아바, 92, 171
마사, 76, 188
하다, 91, 140
라파, 74, 144
다카, 62, 162
라하, 72, 198
다카, 75, 144
바사, 51, 150
차자, 90, 158
차나, 75, 164
나아, 70, 194
라파, 85, 146
차가, 49, 162
가가, 49, 188
나자, 86, 166
나자, 76, 189
바하, 70, 186
바타, 85, 150
라라, 52, 142
아아, 96, 194
라바, 85, 187
다아, 72, 195
마타, 68, 151
다파, 58, 199
라나, 64, 191
나차, 55, 186
카라, 98, 169
카차, 63, 182
차바, 65, 186
아가, 61, 143
타바, 83, 147
타아, 59, 165
자바, 91, 198
타카, 76, 178
파라, 80, 196
라마, 53, 174
가자, 59, 178
바카, 77, 148
아타, 76, 176
타차, 71, 199
카하, 43, 184
하다, 54, 171
마라, 40, 175
타마, 86, 140
다파, 61, 153
마가, 56, 186
자카, 59, 192
마바, 41, 198
아차, 92, 182
아나, 77, 177
다사, 94, 170
사카, 74, 140
바파, 58, 183
라라, 66, 197
바다, 56, 199
가마, 91, 197
바가, 47, 168
카가, 55, 188
가가, 91, 183
나다, 64, 190
마마, 86, 143
자자, 88, 184
라카, 41, 154
다파, 44, 157
바아, 41, 174
자마, 58, 169
파가, 94, 197
다마, 92, 199
다사, 58, 195
아아, 74, 197
마카, 61, 190
타나, 88, 190
나다, 99, 164
다바, 95, 157
사바, 90, 148
다카, 76, 195
하타, 49, 141
나가, 42, 142
사자, 75, 196
파하, 42, 187
나바, 66, 179
가나, 51, 147
파가, 90, 176
나사, 59, 173
사바, 64, 182
하자, 50, 176
하나, 50, 148
마마, 96, 196
차하, 56, 197
하가, 99, 190
나다, 70, 141
마라, 63, 197
다마, 43, 190
라다, 90, 177
마하, 77, 170
아마, 74, 147
사카, 74, 158
자다, 59, 173
다라, 44, 140
마라, 75, 149
가가, 47, 178
마차, 45, 179
차타, 77, 171
자파, 98, 167
라차, 87, 178
파아, 41, 155
다나, 56, 198
다카, 87, 182
파차, 45, 155
라라, 65, 143
가차, 81, 149
하차, 47, 164
자사, 62, 164
카하, 94, 154
카다, 50, 153
마카, 74, 184
다하, 46, 171
나바, 94, 156
하타, 40, 162
가하, 81, 184
나파, 94, 142
마라, 75, 162
카다, 44, 149
아가, 60, 195
나파, 60, 199
자다, 87, 151
라가, 84, 187
파자, 46, 188
카사, 61, 159
아다, 90, 160
아하, 71, 195
차나, 58, 177
바타, 43, 154
바아, 80, 140
마아, 88, 183
바차, 87, 163
가아, 83, 185
파사, 94, 144
나자, 88, 140
하사, 98, 172
라다, 98, 193
사바, 82, 141
바사, 40, 144
타하, 72, 181
타바, 67, 166
타가, 43, 161
자나, 78, 166
하차, 95, 192
사가, 71, 193
다가, 45, 181
아바, 83, 177
사차, 81, 154
사마, 48, 144
카파, 46, 140
하아, 87, 158
바파, 71, 145
하라, 48, 166
타차, 61, 164
아마, 98, 177
다타, 99, 176
라아, 70, 147
마다, 72, 194
바가, 64, 174
라바, 61, 188
다가, 51, 197
마나, 41, 168
라나, 79, 177
마타, 44, 163
카자, 61, 148
자사, 40, 140
바바, 96, 193
카타, 91, 174
다사, 84, 189
바타, 96, 165
마나, 55, 154
마자, 85, 183
라라, 50, 165
나자, 54, 182
바차, 53, 197
카바, 94, 164
아사, 77, 175
사사, 82, 183
하카, 90, 158
바파, 57, 140
자카, 85, 160
다차, 93, 150
차자, 90, 144
파카, 90, 171
하마, 66, 167
사사, 48, 188
라가, 41, 173
차나, 61, 141
카아, 66, 198
다차, 67, 146
마마, 55, 170
차라, 51, 153
타아, 99, 152
자아, 63, 150
파하, 40, 156
라차, 43, 152
가자, 62, 153
타파, 76, 197
나라, 45, 159
나마, 55, 197
자바, 77, 174
자타, 49, 141
다아, 82, 185
가라, 98, 194
다하, 94, 146
하타, 90, 141
타사, 61, 142
하차, 42, 167
라하, 99, 181
차카, 49, 164
라아, 65, 158
카자, 76, 158
아차, 92, 151
사타, 60, 177
바파, 48, 191
차하, 64, 176
아파, 53, 172
바파, 85, 199
하파, 62, 142
차파, 53, 181
아차, 48, 172
차아, 46, 143
파나, 41, 179
타바, 97, 159
아라, 41, 153
바파, 47, 146
아타, 50, 170
아아, 49, 173
하마, 78, 194
바자, 44, 170
라파, 82, 193
바사, 57, 145
다나, 64, 184
자다, 64, 192
라나, 49, 164
나카, 55, 145
다타, 50, 176
아사, 89, 195
다바, 73, 164
나카, 76, 144
차카, 88, 155
나사, 65, 142
바자, 80, 156
아하, 61, 186
가라, 53, 152
타파, 58, 142
사나, 54, 169
타라, 50, 165
파사, 81, 148
마나, 43, 180
나파, 58, 180
카차, 91, 147
카라, 65, 182
나자, 78, 183
아타, 87, 197
라타, 92, 151
나다, 89, 191
차나, 98, 159
다다, 83, 148
자자, 58, 194
아사, 66, 198
마카, 55, 188
나바, 96, 163
사라, 63, 141
라라, 66, 153
바마, 47, 175
타자, 92, 182
나차, 65, 173
파마, 51, 194
바자, 82, 194
차사, 54, 164
파차, 67, 175
차자, 87, 191
다자, 70, 141
아타, 55, 158
마자, 67, 173
카사, 42, 197
아카, 94, 169
아마, 72, 148
라다, 40, 147
카자, 42, 183
자사, 44, 169
가나, 94, 160
파카, 54, 180
